"Notes","States","States Code","Year","Year Code","Disease","Disease Code",Case Count
,"Kentucky","21","2023","2023","Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive","10053",0
,"Kentucky","21","2023","2023","Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive","10062",0
,"Kentucky","21","2023","2023","Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive","10078",0
,"Kentucky","21","2023","2023","Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive","10079",0
,"Kentucky","21","2023","2023","Arboviral diseases, La Crosse  virus disease, Neuroinvasive","10081",0
,"Kentucky","21","2023","2023","Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive","10082",0
,"Kentucky","21","2023","2023","Arboviral diseases, Powassan virus disease, Neuroinvasive","10057",0
,"Kentucky","21","2023","2023","Arboviral diseases, Powassan virus disease, Non-neuroinvasive","10063",0
,"Kentucky","21","2023","2023","Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive","10051",0
,"Kentucky","21","2023","2023","Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive","10064",0
,"Kentucky","21","2023","2023","Arboviral diseases, West Nile virus disease, Neuroinvasive","10056",10
,"Kentucky","21","2023","2023","Arboviral diseases, West Nile virus disease, Non-neuroinvasive","10049",2
,"Kentucky","21","2023","2023","Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive","10052",0
,"Kentucky","21","2023","2023","Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive","10065",0
,"Kentucky","21","2023","2023","Babesiosis, Total","12010",0
,"Kentucky","21","2023","2023","Babesiosis, Confirmed","12011",0
,"Kentucky","21","2023","2023","Babesiosis, Probable","12012",0
,"Kentucky","21","2023","2023","Botulism, Total","10360",6
,"Kentucky","21","2023","2023","Botulism, Foodborne","10530",0
,"Kentucky","21","2023","2023","Botulism, Infant","10540",6
,"Kentucky","21","2023","2023","Botulism, Other (wound & unspecified)","10550",0
,"Kentucky","21","2023","2023","Brucellosis","10020",0
,"Kentucky","21","2023","2023","Campylobacteriosis","11020",1258
,"Kentucky","21","2023","2023","Candida auris, clinical","50263",0
,"Kentucky","21","2023","2023","Candida auris, screening","50264",0
,"Kentucky","21","2023","2023","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae","50244",0
,"Kentucky","21","2023","2023","Carbapenemase-Producing Organisms (CPO),Total","50272",0
,"Kentucky","21","2023","2023","Chancroid","10273",0
,"Kentucky","21","2023","2023","Chlamydia trachomatis infection","10274",17252
,"Kentucky","21","2023","2023","Cholera","10470",0
,"Kentucky","21","2023","2023","Coccidioidomycosis","11900",20
,"Kentucky","21","2023","2023","Coccidioidomycosis, confirmed","11901",11
,"Kentucky","21","2023","2023","Coccidioidomycosis, probable","11902",9
,"Kentucky","21","2023","2023","Coronavirus Disease 2019 (COVID-19), Total","11065",200725
,"Kentucky","21","2023","2023","Coronavirus Disease 2019 (COVID-19), Confirmed","11067",107772
,"Kentucky","21","2023","2023","Coronavirus Disease 2019 (COVID-19), Probable","11068",92953
,"Kentucky","21","2023","2023","Cryptosporidiosis, Total","11580",261
,"Kentucky","21","2023","2023","Cryptosporidiosis, Confirmed","11582",249
,"Kentucky","21","2023","2023","Cryptosporidiosis, Probable","11583",12
,"Kentucky","21","2023","2023","Cyclosporiasis","11575",51
,"Kentucky","21","2023","2023","Dengue virus infections, Dengue","10680",10
,"Kentucky","21","2023","2023","Dengue virus infections, Dengue-like illness","11704",0
,"Kentucky","21","2023","2023","Dengue virus infections, Severe dengue","11705",0
,"Kentucky","21","2023","2023","Diphtheria","10040",0
,"Kentucky","21","2023","2023","Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection","11090",4
,"Kentucky","21","2023","2023","Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection","11088",129
,"Kentucky","21","2023","2023","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection","11089",1
,"Kentucky","21","2023","2023","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis","11091",6
,"Kentucky","21","2023","2023","Giardiasis","11570",213
,"Kentucky","21","2023","2023","Gonorrhea","10280",6072
,"Kentucky","21","2023","2023","Haemophilus influenzae, invasive disease, All ages, all serotypes","10590",133
,"Kentucky","21","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Serotype b","10591",0
,"Kentucky","21","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Non-b serotype","10593",0
,"Kentucky","21","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Nontypeable","10592",0
,"Kentucky","21","2023","2023","Haemophilus influenzae, invasive disease, Age <5 years, Unknown serotype","10597",7
,"Kentucky","21","2023","2023","Hansen's disease","10380",2
,"Kentucky","21","2023","2023","Hantavirus infection, non-hantavirus pulmonary syndrome","11610",0
,"Kentucky","21","2023","2023","Hantavirus pulmonary syndrome","11590",0
,"Kentucky","21","2023","2023","Hemolytic uremic syndrome post-diarrheal","11550",9
,"Kentucky","21","2023","2023","Hepatitis, A","10110",15
,"Kentucky","21","2023","2023","Hepatitis, B, acute","10100",82
,"Kentucky","21","2023","2023","Hepatitis, B, perinatal infection","10104",0
,"Kentucky","21","2023","2023","Hepatitis, C, acute","10101",358
,"Kentucky","21","2023","2023","Hepatitis, C, acute, Confirmed","50228",267
,"Kentucky","21","2023","2023","Hepatitis, C, acute, Probable","50229",91
,"Kentucky","21","2023","2023","Hepatitis, C, perinatal infection","50248",25
,"Kentucky","21","2023","2023","Human immunodeficiency virus diagnoses","10560",396
,"Kentucky","21","2023","2023","Influenza-associated pediatric mortality","11061",2
,"Kentucky","21","2023","2023","Invasive pneumococcal disease, All ages","11723",376
,"Kentucky","21","2023","2023","Invasive pneumococcal disease, All ages, Confirmed","50230",352
,"Kentucky","21","2023","2023","Invasive pneumococcal disease, All ages, Probable","50231",24
,"Kentucky","21","2023","2023","Invasive pneumococcal disease, Age <5 years","11722",10
,"Kentucky","21","2023","2023","Invasive pneumococcal disease, Age <5 years, Confirmed","50232",10
,"Kentucky","21","2023","2023","Invasive pneumococcal disease, Age <5 years, Probable","50233",0
,"Kentucky","21","2023","2023","Legionellosis","10490",107
,"Kentucky","21","2023","2023","Leptospirosis","10390",0
,"Kentucky","21","2023","2023","Listeriosis, Total","10640",7
,"Kentucky","21","2023","2023","Listeriosis, Confirmed","10641",7
,"Kentucky","21","2023","2023","Listeriosis, Probable","10642",0
,"Kentucky","21","2023","2023","Lyme disease, Total","11080",120
,"Kentucky","21","2023","2023","Lyme disease, Confirmed","11081",94
,"Kentucky","21","2023","2023","Lyme disease, Probable","11082",26
,"Kentucky","21","2023","2023","Malaria","10130",12
,"Kentucky","21","2023","2023","Measles, Total","10140",2
,"Kentucky","21","2023","2023","Measles, Indigenous","10500",1
,"Kentucky","21","2023","2023","Measles, Imported","10510",1
,"Kentucky","21","2023","2023","Melioidosis","11585",0
,"Kentucky","21","2023","2023","Meningococcal disease, All serogroups","10150",3
,"Kentucky","21","2023","2023","Meningococcal disease, Serogroups ACWY","10151",1
,"Kentucky","21","2023","2023","Meningococcal disease, Serogroup B","10152",0
,"Kentucky","21","2023","2023","Meningococcal disease, Other serogroups","10153",0
,"Kentucky","21","2023","2023","Meningococcal disease, Unknown serogroup","10154",2
,"Kentucky","21","2023","2023","Mpox","11801",12
,"Kentucky","21","2023","2023","Mumps","10180",9
,"Kentucky","21","2023","2023","Novel Influenza A virus infections","11062",0
,"Kentucky","21","2023","2023","Paratyphoid fever","50236",0
,"Kentucky","21","2023","2023","Pertussis","10190",118
,"Kentucky","21","2023","2023","Plague","10440",0
,"Kentucky","21","2023","2023","Poliomyelitis, paralytic","10410",0
,"Kentucky","21","2023","2023","Poliovirus infection, nonparalytic","10405",0
,"Kentucky","21","2023","2023","Psittacosis","10450",0
,"Kentucky","21","2023","2023","Q fever, Total","10259",6
,"Kentucky","21","2023","2023","Q fever, Acute","10257",3
,"Kentucky","21","2023","2023","Q fever, Chronic","10258",3
,"Kentucky","21","2023","2023","Rabies, Animal","10340",19
,"Kentucky","21","2023","2023","Rabies, Human","10460",0
,"Kentucky","21","2023","2023","Rubella","10200",0
,"Kentucky","21","2023","2023","Rubella, congenital syndrome","10370",0
,"Kentucky","21","2023","2023","Salmonella Paratyphi infection","50266",1
,"Kentucky","21","2023","2023","Salmonella Typhi infection","50267",4
,"Kentucky","21","2023","2023","Salmonellosis","11000",0
,"Kentucky","21","2023","2023","Salmonellosis (excluding paratyphoid fever and typhoid fever)","50242",0
,"Kentucky","21","2023","2023","Salmonellosis (excluding S. Typhi infection and S. Paratyphi infection)","50265",699
,"Kentucky","21","2023","2023","Severe acute respiratory syndrome-associated coronavirus disease","10575",0
,"Kentucky","21","2023","2023","Shiga toxin-producing Escherichia coli (STEC)","11563",276
,"Kentucky","21","2023","2023","Shigellosis","11010",128
,"Kentucky","21","2023","2023","Smallpox","11800",0
,"Kentucky","21","2023","2023","Spotted fever rickettsiosis, Total","10250",94
,"Kentucky","21","2023","2023","Spotted fever rickettsiosis, Confirmed","10253",2
,"Kentucky","21","2023","2023","Spotted fever rickettsiosis, Probable","10254",92
,"Kentucky","21","2023","2023","Streptococcal toxic shock syndrome","11700",11
,"Kentucky","21","2023","2023","Syphilis, Total, all stages","10399",2183
,"Kentucky","21","2023","2023","Syphilis, Congenital","10316",47
,"Kentucky","21","2023","2023","Syphilis, Primary and secondary","10310",638
,"Kentucky","21","2023","2023","Tetanus","10210",0
,"Kentucky","21","2023","2023","Toxic shock syndrome (other than Streptococcal)","10520",1
,"Kentucky","21","2023","2023","Trichinellosis","10270",0
,"Kentucky","21","2023","2023","Tuberculosis","10220",75
,"Kentucky","21","2023","2023","Tularemia","10230",10
,"Kentucky","21","2023","2023","Typhoid fever","10240",0
,"Kentucky","21","2023","2023","Vancomycin-intermediate Staphylococcus aureus","11663",1
,"Kentucky","21","2023","2023","Vancomycin-resistant Staphylococcus aureus","11665",0
,"Kentucky","21","2023","2023","Varicella morbidity","10030",51
,"Kentucky","21","2023","2023","Varicella mortality","10031",0
,"Kentucky","21","2023","2023","Vibriosis, Total","11545",26
,"Kentucky","21","2023","2023","Vibriosis, Confirmed","50234",12
,"Kentucky","21","2023","2023","Vibriosis, Probable","50235",14
,"Kentucky","21","2023","2023","Viral hemorrhagic fevers","11647",0
,"Kentucky","21","2023","2023","Viral hemorrhagic fevers, Chapare virus","11649",0
,"Kentucky","21","2023","2023","Viral hemorrhagic fevers, Crimean-Congo hemorrhagic fever virus","11640",0
,"Kentucky","21","2023","2023","Viral hemorrhagic fevers, Ebola virus","11630",0
,"Kentucky","21","2023","2023","Viral hemorrhagic fevers, Guanarito virus","11648",0
,"Kentucky","21","2023","2023","Viral hemorrhagic fevers, Junin virus","11638",0
,"Kentucky","21","2023","2023","Viral hemorrhagic fevers, Lassa virus","11632",0
,"Kentucky","21","2023","2023","Viral hemorrhagic fevers, Lujo virus","11644",0
,"Kentucky","21","2023","2023","Viral hemorrhagic fevers, Machupo virus","11637",0
,"Kentucky","21","2023","2023","Viral hemorrhagic fevers, Marburg virus","11631",0
,"Kentucky","21","2023","2023","Viral hemorrhagic fevers, Sabia virus","11639",0
,"Kentucky","21","2023","2023","Yellow fever","10660",0
,"Kentucky","21","2023","2023","Zika virus, Zika virus disease, congenital","50224",0
,"Kentucky","21","2023","2023","Zika virus, Zika virus disease, non-congenital","50223",0
,"Kentucky","21","2023","2023","Zika virus, Zika virus infection, congenital","50222",0
,"Kentucky","21","2023","2023","Zika virus, Zika virus infection, non-congenital","50221",0
,"Louisiana","22","2023","2023","Anthrax","10350",0
,"Louisiana","22","2023","2023","Arboviral diseases, Chikungunya virus disease","10073",1
,"Louisiana","22","2023","2023","Arboviral diseases, Eastern equine encephalitis virus disease, Neuroinvasive","10053",1
,"Louisiana","22","2023","2023","Arboviral diseases, Eastern equine encephalitis virus disease, Non-neuroinvasive","10062",0
,"Louisiana","22","2023","2023","Arboviral diseases, Jamestown Canyon  virus disease, Neuroinvasive","10078",0
,"Louisiana","22","2023","2023","Arboviral diseases, Jamestown Canyon  virus disease, Non-neuroinvasive","10079",0
,"Louisiana","22","2023","2023","Arboviral diseases, La Crosse  virus disease, Neuroinvasive","10081",0
,"Louisiana","22","2023","2023","Arboviral diseases, La Crosse  virus disease, Non-neuroinvasive","10082",0
,"Louisiana","22","2023","2023","Arboviral diseases, Powassan virus disease, Neuroinvasive","10057",0
,"Louisiana","22","2023","2023","Arboviral diseases, Powassan virus disease, Non-neuroinvasive","10063",0
,"Louisiana","22","2023","2023","Arboviral diseases, St. Louis encephalitis virus disease, Neuroinvasive","10051",0
,"Louisiana","22","2023","2023","Arboviral diseases, St. Louis encephalitis virus disease, Non-neuroinvasive","10064",0
,"Louisiana","22","2023","2023","Arboviral diseases, West Nile virus disease, Neuroinvasive","10056",46
,"Louisiana","22","2023","2023","Arboviral diseases, West Nile virus disease, Non-neuroinvasive","10049",7
,"Louisiana","22","2023","2023","Arboviral diseases, Western equine encephalitis virus disease, Neuroinvasive","10052",0
,"Louisiana","22","2023","2023","Arboviral diseases, Western equine encephalitis virus disease, Non-neuroinvasive","10065",0
,"Louisiana","22","2023","2023","Babesiosis, Total","12010",0
,"Louisiana","22","2023","2023","Babesiosis, Confirmed","12011",0
,"Louisiana","22","2023","2023","Babesiosis, Probable","12012",0
,"Louisiana","22","2023","2023","Botulism, Total","10360",0
,"Louisiana","22","2023","2023","Botulism, Foodborne","10530",0
,"Louisiana","22","2023","2023","Botulism, Infant","10540",0
,"Louisiana","22","2023","2023","Botulism, Other (wound & unspecified)","10550",0
,"Louisiana","22","2023","2023","Brucellosis","10020",3
,"Louisiana","22","2023","2023","Campylobacteriosis","11020",959
,"Louisiana","22","2023","2023","Candida auris, clinical","50263",26
,"Louisiana","22","2023","2023","Candida auris, screening","50264",44
,"Louisiana","22","2023","2023","Carbapenemase-producing carbapenem-resistant Enterobacteriaceae","50244",0
,"Louisiana","22","2023","2023","Carbapenemase-Producing Organisms (CPO),Total","50272",24
,"Louisiana","22","2023","2023","Chancroid","10273",0
,"Louisiana","22","2023","2023","Chlamydia trachomatis infection","10274",36242
,"Louisiana","22","2023","2023","Cholera","10470",3
,"Louisiana","22","2023","2023","Coccidioidomycosis","11900",17
,"Louisiana","22","2023","2023","Coccidioidomycosis, confirmed","11901",17
,"Louisiana","22","2023","2023","Coccidioidomycosis, probable","11902",0
,"Louisiana","22","2023","2023","Coronavirus Disease 2019 (COVID-19), Total","11065",Unavailable
,"Louisiana","22","2023","2023","Coronavirus Disease 2019 (COVID-19), Confirmed","11067",Unavailable
,"Louisiana","22","2023","2023","Coronavirus Disease 2019 (COVID-19), Probable","11068",Unavailable
,"Louisiana","22","2023","2023","Cryptosporidiosis, Total","11580",169
,"Louisiana","22","2023","2023","Cryptosporidiosis, Confirmed","11582",109
,"Louisiana","22","2023","2023","Cryptosporidiosis, Probable","11583",60
,"Louisiana","22","2023","2023","Cyclosporiasis","11575",70
,"Louisiana","22","2023","2023","Dengue virus infections, Dengue","10680",8
,"Louisiana","22","2023","2023","Dengue virus infections, Dengue-like illness","11704",0
,"Louisiana","22","2023","2023","Dengue virus infections, Severe dengue","11705",0
,"Louisiana","22","2023","2023","Diphtheria","10040",0
,"Louisiana","22","2023","2023","Ehrlichiosis and Anaplasmosis, Anaplasma phagocytophilum infection","11090",2
,"Louisiana","22","2023","2023","Ehrlichiosis and Anaplasmosis, Ehrlichia chaffeensis infection","11088",4
,"Louisiana","22","2023","2023","Ehrlichiosis and Anaplasmosis, Ehrlichia ewingii infection","11089",0
,"Louisiana","22","2023","2023","Ehrlichiosis and Anaplasmosis, Undetermined ehrlichiosis/anaplasmosis","11091",0
,"Louisiana","22","2023","2023","Giardiasis","11570",257
,"Louisiana","22","2023","2023","Gonorrhea","10280",13192
